2.274427206, 17.95960783, 15.09228116
2.404587821, 20.26863646, 14.08771041
4.653704642, 16.95845111, 8.687754159
2.18426201, 17.30447381, 10.6405584
-10.76150538, 16.50960753, 12.68843259
-11.21307802, 16.67124054, 9.255582985
-12.51296331, 17.98676636, 11.6625529
-12.65656368, 18.7623607, 8.794653979
40.4269184, 10.93800808, 8.987226283
40.2981154, 13.43089323, 9.325678474
38.49098265, 14.7016862, 9.553414012
-43.65560085, 4.190269732, 20.82019878
-42.58133562, 11.50463452, 20.23589676
-39.76669216, 18.51019671, 19.23547706
-45.02837607, 7.745876538, 12.56414327
-42.0548894, 12.57211548, 11.28636874
-39.0998789, 17.22440755, 10.31643042
41.20920393, 5.022903884, 11.37021869
40.83105192, 7.929435947, 10.23833613
40.75612776, 10.66165474, 9.871499021
37.11057147, 14.35142522, 5.913223569
38.39329781, 18.30982899, 6.925097146
38.25310039, 21.18789872, 7.922529379
-40.31846711, 14.53660184, 6.985028806
-38.98421405, 16.4376877, 7.123958941
28.81155758, 20.12851879, 30.95596551
17.72305735, 26.13164838, 31.11067172
9.910501324, 25.79697489, 28.72674331
-11.48889211, 23.37714192, 14.08702564
-21.32259359, 37.43391015, 16.43263236
-36.24126652, 26.47172505, 13.97822877